text;emotion
mfs talked amor oppenheimer like that movie was good;1
""Glad to see it run itâ€™s course, time for other film not associated with super heroes to take over. Seeing stuff like Oppenheimer and Barbie kill it at the box office and the marvels flopping is good signal that movies are back."";-1
i saw maybe like 2/100 good edits on oppenheimer so far;-1
oppenheimer was genuinely on another level only good movie ive seen in like the past four years;1
""Like all good movies, Oppenheimer owes its existence to Donkey Kong."";1
""Yeah. I didnâ€™t care for Oppenheimer that much tbh. It was really good and very well made, but itâ€™s more like a movie youâ€™d watch in a class"";1
""Alden Ehrenreich is so goddamn good, and I really hope that Oppenheimer lets him do more of what he loves.  And man, that last bit is like... So endearing lol"";-1
""All these Oppenheimer scenes that we can now download are not good for me, Iâ€™m downloading them like someone who has storage spaceâ€¦"";-1
""Itâ€™s hilarious to me how many awards predictors significantly lack actual media literacy or understanding of what constitutes good craft. I keep seeing the criticism from them that the last third of Oppenheimer seems out of place and boring, and likeâ€¦.what?? WATCH THE MOVIE!!!"";-1
""Killers of the Flower Moon was good but it didn't manage to surpass the sheer brilliance and impact of Oppenheimer, and I ain't talking about box office but even critically. I feel like The Academy will not favour Oppenheimer due to a great box office run."";-1
Entire oppenheimer movie was a good example of that. Despite being a brilliant man oppenheimer believed in retarded shit like communism;-1
""The editing in #Oppenheimer is overlooked and I think it has one of the best editing this year, like how do you tie these anxious scenes soo good and smooth. No wonder it's the hereditary editor. Great work man."";1
i think possibly bc ppl like to conflate line reading with line of dialogue that was good and conflate line of dialogue that was good with line of dialogue that is important. oppenheimer is filled to the brim with dialogue thatâ€™s important but no realâ€¦actual natural dialogue imo;-1
""Why did all the insufferable fucking film nerds have to attach themselves to a pretty good movie?  Like, yeah Oppenheimer probably does deserve an Oscar or two but now I donâ€™t want it to get anything because you wonâ€™t shut the fuck up about it."";-1
Feels wrong watching all these Oppenheimer clips on the tl on my phone but MAN it still feels like a once in a lifetime kind of movie. Itâ€™s insane how good it is.;-1
""Heard some ppl complain that Oppenheimer leans too heavy on its score, but like even if that was true itâ€™d still be a masterpiece bc of how insanely good the score is"";-1
""Oppenheimer is the only movie I saw in a theater this year, but it was very good.  Napoleon will be the next one."";1
""Good days are coming when films like Mrs.Marvel,Secret Invasion are gonna flop and real films come back.The first time an adults movie,Oppenheimer had higher collection than any MCU film in 2023"";-1
""Why am I such a philistine that every single clip from Oppenheimer that I see makes me think itâ€¦just doesnâ€™t look that good? It all looks like bad acting. Actors trying to sound and look important, not actual, interesting performances"";-1
i know im the resident hater but i cannot say i thought about Oppenheimer once after seeing it. like it was Fine. categorically â€œA Good Movieâ€ but i felt almost Nothing and remember Little;-1
""I don't get it ğŸ¤·â€â™‚ï¸ His character seemed like a cartoon villain by the end of the film. That scene is a good example. With his character being a real dude, I expected a less black-and-white portrayal. Oppenheimer was given more layers."";-1
seeing all the clips on twitter today Iâ€™m like damn Oppenheimer rly was that fuckin good;1
""It's insane how much Oppenheimer not only holds up but improves on a 2nd watch. Hits so different, the speech after Trinity is obviously not as physically intense at home like IMAX but the quieter bits land more. Fuck it's so good. Dune may be beat for the best of the 20s so far."";-1
Today feels like a good day to watch some #Oppenheimer;-1
watching clips of oppenheimer ahead of its digital release on a nonstop loop like a woman possessed because how am i supposed to stop when the material is this good;-1
getting stressed out over josh hartnett's shitty filmography then relaxing when i remember he was just in oppenheimer so might get cast in some good stuff now then putting my head in my hands when i see his next movie is going to be like 10th billed in a james franco joint;-1
Iâ€™m totally down for that but Iâ€™m also likeâ€¦. Oppenheimer is just so fucking good you know? I truly think itâ€™s Nolanâ€™s best since Prestige for me;1
Every time I see a clip from Oppenheimer I remember how good of a film it is like damn;1
""Bringing back the big-budget historical epic helmed by an exceptional visual craftsperson is a good way to make me happy. Oppenheimer, Napoleon, and now this? I'm quivering like a dog eyeballing the treat box."";-1
""One of the things I like about #Oppenheimer movie is that it makes you think. Moral dilemma. That guilt. Justification.  It raises more questions than it answers. It will start a debate. One important word here is """"conflict"""" & another is """"regret""""  Movie was good ğŸ‘ Thoughtful."";-1
""It was so good it felt like it was 3 minutes not 3 hours  Real things are always much better than fiction , the real cruel world with gray colored glasses .. #Oppenheimer"";1
Not even close to the amount that saw Oppenheimer. I was just saying it would be nice for a generally popular movie that was VERY good to win Best Picture for once like we used to award films like Gladiator/LOTR as an example. Movies that just feel like a Best Picture winner;1
""#Oppenheimer(2023) felt like watching """"Guru"""" indian movie. I really like the 2nd part of it. But you have to keep your focus on the screen to understand what is happening. It is good, if you watch it by understanding what they were talking about. So wait for Tamil Audio. 3/5 â­ï¸"";-1
""Yeah I donâ€™t like that â€œSorkinâ€ criticism because that last hour is better than anything Sorkin has done in a decade and has real emotionally behind it. Sorry you didnâ€™t like it, but to me, itâ€™s what makes Oppenheimer the best film of the year. Barbie is a good picture though."";1
""I donâ€™t think they want Oppenheimer too look like a good guy in the film. I think that was more about the remorse felt.   However, historical accuracy to the nth degree in films is a misguided concept anyways. Iâ€™m not there for a documentary ğŸ‘ğŸ¾"";-1
Barbie was good but I couldnâ€™t even enjoy like that because I was having new Oppenheimer flashbacks every 5 minutes;-1
""Astounding how good Inceptionâ€™s Score isâ€¦much like Tenet & Oppenheimer, you can really â€œseeâ€ the movie by listening to the score."";-1
""Best movie year since 2019. First year since Covid where I actively went to the movie theater to see a new movie nearly every week and nearly all of them were enjoyable. Plus the really good ones like Oppenheimer, Barbie, and Killers of the Flower Moon were as good as it gets."";1
""Wait, so youâ€™re arguing that Oppenheimer had never seen a Japanese person before?  Because how he would â€œhave the ability to see what they would look likeâ€ is the same way any of us do.   Go ahead;-1";"  imagine a Japanese person dying from a bomb. You managed it, right? Good job."
""Oppenheimer was decent at best tbf, another script with cheap WT that looked like it was written by a 10yo. Like interstellar all over again. Cillian was great tho.  As for your comment, people with very good taste watched both. Itâ€™s rlly stupid to miss out on a Gerwig â€˜s film."";-1
Good director i dont like everything he makes but Oppenheimer was good.;1
""I mean, a lot of people have made the JFK comparison with OPPENHEIMER and I think that runs deeper than just the structure of the movie itself, itâ€™s also how movies like that used to be made all the time and they weee big commercial successes because they were good!"";-1
""If an 82-80 team that was unwatchable and is headed nowhere causes  owner to be like """"we good"""" & GM to rip everyone else, what exactly will ever change?  There is zero accountability in that organization.  Boone, Cashman, Fishman, Oppenheimer all great. How dare you question that"";-1
""At least Priscilla is now like the third or fourth movie about extremely serious and heavy shit yâ€™all are being weird as fuck about, I guess. Like, itâ€™s among good company with KOTFM and Oppenheimer, I suppose!"";-1
""Anatomy of a Fall is so unfathomably good, likeâ€¦is it better than Killers of the Flower Moon or Oppenheimer? I think it might be! Itâ€™s just circulating around my brain nonstop"";-1
You forgot Oppenheimer which is so much better than Killers of the Flower Moon. Napoleon and Ferrari should be good though and hopefully not drag towards the end like Killers.;-1
Ridley Scott really did forget how to make good movies after Gladiator. Like dawg the whole point of a biopic is to be accurate. You are releasing this the same year as Oppenheimer and killers of the flower moon ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€;-1
I like the ending scene in Oppenheimer. I also like the dog scenes in Anatomy of a Fall. It's a real good  dog actor.;-1
""I saw both! They were both right up my alley, and I came into both with sky-high expectations. KOTFM smashed every expectation I had, went above and beyond what I couldâ€™ve hoped for. I didnâ€™t dislike Oppenheimer, I just got out of it and was like â€œokay thatâ€™s good.â€"";-1
""When I finally see Oppenheimer in a few weeks I'm not going to act like it's the best thing since sliced bread CN still has a chance to make some stinkers I've made that mistake  too many times with directors I've admired over the years If it's good, it's good :)"";-1
""@RealJamesWoods is a exceptionally good Actor. Anyone who doesn't see that is a joke. Actors are people & have opinions like everyone else. Just because his opinions don't align with others, is 0 reason to bash him. He was Executive Producer on Oppenheimer. Not a """"wash up"""" to me"";-1
Thatâ€™s true. Oppenheimer had insane marketing and did it for MONTHS and made it clear. Killers had good trailers but not much outside of that. Def targeting the more older crowd who likes movies like it;-1
""Sounds about right.  I saw Oppenheimer at the theatre with my Dad and afterwords he said it was â€œpretty goodâ€. I was like damn, he must have absolutely loved it"";1
""I think in comparison, i prefer weathering with you and your name, but suzume was still great. It's like saying you prefer oppenheimer to interstellar or vise versa. It doesn't make the one you don't like as much any less good because of what it's being compared to ğŸ¤”"";-1
The only legitimately good thing about the trend was that Oppenheimer was actually good.  Barbie feels like an extended SNL sketch;-1
U make one good film like Oppenheimer..I will worship all indians.ğŸ¤£ğŸ¤£ğŸ¤£;-1
""i really like this but I'm not sure i could've done anything half as good if it weren't for the premade drum loops and the Oppenheimer sample and of course the body of the song by paulina which serves as skeleton of the whole track and really gives it life.. not my baby, OUR baby"";-1
""I would like my friend more if she didn't keep ambushing me with other people when the plan is """"the two of us do a thing"""". Luckily, she never contacts me first so I can now wait at least a year possibly more before next time. 3 hours of Oppenheimer is enough for a good while!"";-1
""Watched Killers of the flower moon. Lame overall, couple of good acting performances but the movie does not do justice to it's story. It's a nothing movie, just like Oppenheimer this year. If I wanted to see any DOP skills I would watch some BBC wildlife show."";-1
""This is a narrative either to lower the cost of movies(hardly), or a marketing hype like with Oppenheimer and some others. At the end of the day, the movie is good or bad. Everything else is irrelevant. On the other hand, CGI has become a substitute for a good story."";-1
Recent history movies that I would like to see..........  Napoleon  Oppenheimer  Outlaw King   Any other good ones out there right now???;-1
""best/worst movies of the year (imo) there were a few this year i didnâ€™t like but also i donâ€™t feel like being tooo  controversial so iâ€™m going with what i had lowest rated. runner ups for best are anatomy of a fall, oppenheimer, kotfm & the king tide :-) so many good ones this yr"";-1
""Tarantino is a good director but all his movies feel like consumption, Nolan has only made one worthy masterpiece Oppenheimer, Villeneuve produces far better films than all living directors."";-1
""I got excited and kicked my feet like a little schoolgirl over a *documentary* about Oppenheimer, a dramatization will not be good for me"";-1
""Thousands of films are released each year, very few are good. Even less are great. Oppenheimer couldâ€™ve been a failure just like most films are"";-1
$ crashed like a m*fcker lol. Good one;-1
Thatâ€™s Stupid. We all know Theyâ€™ll spin it into a good thing there is a lake of magma kinda like they made Oppenheimer a hero;-1
""Rami Malik was good in Mr Robot and used perfectly in Oppenheimer (like a single line), but the fact he won the Oscar for best actor for this seams incredibly cheap considering he didnâ€™t even sing"";-1
""Oppenheimer is going to have to be clever not to seem like a big bad juggernaut the next few months. Voters like to vote for an underdog/feel good for voting for something, plus like I said: movies with fun ensembles that can work the room at industry parties have won lately."";-1
""Hollywood is getting boring now except for those prestigious films like KOTFM, Oppenheimer, Barbie etc.  India is making some really good Blockbusters - RRR, Pathaan , Jawan  Upcoming releases are Tiger 3, Animal, Dunki, Salaar, Fighter, Pushpa The Rise, Kalki 2989 AD , War 2 etc"";-1
I pray that RDJ never go back to that circus. Seeing him in OPPENHEIMER was just too good for the heart. I need him in more stuff like this.;-1
It was a really good mystery. I like his writing style and will definitely be reading more of his books. Now I need to see Oppenheimer.;-1
DUDE WHY WAS THE FNAF MOVIE SO GOOD?!  LIKE THAT SHIT SLAPPED HARDER THAN OPPENHEIMER.  GO WATCH IT!!;-1
I think it becomes Oppy vs The Holdovers.  I think the only thing that can stop a technical EVENT of a film like Oppenheimer is a good old fashioned crowd-pleaser.;-1
""Honestly mana hyd valam peddha Miss avatle, 4K laser is always better than dual 2K xenons.   But yeah, it's good and I can see movies like Oppenheimer being a very good experience here. The sound system was good too"";-1
""And it's still arbitrary. Don't misunderstand me, it's a good tool for diagnosis, but it's not that precise. Person with 142 IQ is not necessarily smarter than the one with 137. Also, there are historical examples. Like Oppenheimer. He had like 125iq and people were intimidated"";-1
""It's good, you get to go out and have fun but you don't have to spend months planning how to look like sexy Oppenheimer."";-1
Man Oppenheimer has like ZERO good places to piss. In the span of 30 seconds you could miss some giant revelation. I held it for that fucking movie yesus.;-1
Disagree. Terminator is a good example. Sex scenes just to sell tickets are always trash though. Like the one in Oppenheimer.;-1
""Thank you, Alan @Moviesontheway Always good to see you and hope all is well, my friend. Academy Awards Best Film - OPPENHEIMER ? I bet you are disappointed like I am that DUNE is delayed until at least March 2024."";-1
""i remember the movie. the correct word for the tweet was memorable.   like interstellar has many quotes and memorable scenes, soundtrack. it has a vibe. inception has a banger plot. tenet was unique. i do remember the good writing in oppenheimer tho. the vibes of it."";-1
Oppenheimer moved like molasses. Good film but Flower Moon was an action thriller compared to it for me.;-1
""I'm going to try to start putting together a list of ~10 best movies of 2023 but so far I can think of, like, 3 movies (ASTV, Barbie, and maybe Oppenheimer but I haven't seen it yet)  what movies came out this past year that are actually good?"";-1
But in nolan film you find really good emotions like interstellar prestige TDK trilogy oppenheimer that stands out good i don't agree here much actually yeah scorsese films chi editing and pacing is very slow he Manya kara aple sarkha movie buff pahu shaktat;-1
A good film like Killers of Flowers Moon not working at Box Office is big disappointment man.  On the other hand Nolan's #Oppenheimer almost touched $1B at Box Office which was dialogue heavy. What a monumental feat in this context.  Like it or not Nolan is the brand!;-1
""my mom, making a note to watch oppenheimer when it comes to streaming because i said it was good: â˜ºï¸  me, imagining what that viewing experience could possibly be like under those circumstances: ğŸ« "";-1
""I like Oppenheimer for what it is, but this masterpiece is why I was kinda disappointed with the Trinity Test scene when I first saw it.  But can youse imagine this scene in a good IMAX theater? That shite would be insane"";-1
Thereâ€™s been like 2 days since Iâ€™ve seen it where I havenâ€™t thought about Oppenheimer itâ€™s so fucking good;1
""Interstellar was amazing, Oppenheimer was good but was too long. Felt like it was half an hour longer than it shouldâ€™ve been"";1
""Bam! We are there. And like Oppenheimerâ€™s invention, the wait is worth the blast! This year was the hardest because weâ€™ve seen so very, very few movies. But Oppenheimer was good."";1
I just watched Cobwebs last night on Hulu. Good movie. Also was released same time as Barbie/Oppenheimer (sp?). Sank like a rock. Would have been perfect to release it now. (And it takes place around Halloween.);-1
""But like, Oppenheimer is actually good and a very1 renowned project. It wouldn't be really funny if people made memes about an """"oppenmillion"""" dollars or some shit like that"";1
""No no you have a point, literally the name Oppenheimer is on the list how did I not see that. I think this is a good time to remind everyone donâ€™t trust everything you see on the internet, do your own research before posting something like that"";-1
""Wolf of Wall Street was so good for like an hour, but I found myself noticing how long it dragged on the back end. Same feeling with Oppenheimer actually.  Departed is one of the more re-watchable movies out there. Every actor nails their part"";-1
""Not convinced by Oppenheimer or KOTFM either. But Barbie isnâ€™t the answer. A feel-good film like The Holdovers has more in common with likes of Green Book and CODA. Da'Vine Joy Randolph could win Supporting Actress, then itâ€™s only a Screenplay win away from being a BP contender."";-1
""I seen the money, and honestly Oppenheimer seemed like a longer viewing. Itâ€™s a good movie"";1
""Saw it tonight with my old man. It 100% needs an intermission.   It'd be a great 2.5 Hour movie, much like Oppenheimer, just has too much fluff. Still Good, but too long to be great."";-1
CURRENT 2023 MOVIE RATING(from what ive seen thus far):  1. The Little Mermaid 2023 (YES ITS GOOD SHUT UP) 2. The Super Mario Bros. Movie 3. FNAF 4. Barbie 5. GOTG Vol.3  6. M3GAN 7. Oppenheimer (It was boring but i understand why people like it);-1
""Ultimately both Oppenheimer and KOTFM are the types of movies we would like to see more of, and both are at the top of my current best of the 2020s list so you canâ€™t really go wrong here. This is such a good year for cinema."";-1
Intellectual movie like Oppenheimer crossed 150 crores in India. People want to spend there hard earned money wisely on good Cinema not on your forced patriotism cinema.;-1
Oppenheimer got like $10.5M so it's REALLY good Considering the fact that the budget was 20 million;-1
Oppenheimer isn't a mass marketed PG-13 franchised movie made for kids though.  Not really a good comparison. Comparing it to something like the Jack Black Goosebumps movie would probably be better.;-1
""âœ¨BIBLE X UMORE MAGAZINE âœ¨  """"One day of mine""""  Q3: Share one movie you watched recently, and your reason. BB: â€œOppenheimerâ€ because itâ€™s Nolan. Itâ€™s a very good film.  Q4: What do you like to do normally? BB: I like anything thatâ€™s DIY.  #BibleWichapas @biblesumett"";-1
""Q3: share one movie you watched recently, and your reason. BB: â€œOppenheimerâ€ because itâ€™s known. Itâ€™s a very good film.  Q4: what do you like to do normally? BB: I like anything thatâ€™s DIY.  Q5: have you thought of opening a brand shop? if u have, what type of shop would it be?"";-1
Just accidentally discovered lemon-lime Prime is a genuinely brilliant mixer for vodka and I feel like that scene in Oppenheimer but like... in a good way;-1
""Like Oppenheimer, you wanna drink whatever you're drinking slowly. Long movie but very good."";1
""I couldn't imagine being someone who tries to objectively consume media.  Having a checklist for movies to fill out on whether or not it's """"good"""" doesn't sound like fun at all lmao. That's how you get brainlet takes like how Oppenheimer didn't have enough representation."";-1
The comparison is that oppenheimer is huge and fnaf is huge. Some of us donâ€™t know what â€œgoodâ€ box office numbers are so comparisons like this help us see ğŸ˜­;-1
""It is good that i didnâ€™t watch Oppenheimer, I wouldnâ€™t want some like that would make money. Punishment is based on the crime and personal but this guys have no idea. Killing all fuels hatred and develop people want to kill others. Your rage fuels the rage until nobody is safe."";-1
""The style of film is clearly inspired by other biopics like JFK or Nixon... but Oppenheimer is nowhere near as good as either of those movies, IMO.  I gave it a 7.5/10. Good but not great."";-1
What is it with the ex avengers like rdj having one good role in Oppenheimer and Evans in knives out and the rest of their roles being not great;-1
""'Go see the new Super Mario Brothers. You'll like it! Go see Oppenheimer!' they say.  I just haven't been able to drag myself into that building, and sit there, for two plus hours. I usually decide 'That'll be good for a rainy day, when it's on cable, if I ever watch it, at all.'"";-1
""Very well said, and definitely an issue of how that movie was made or written to reflect their interpretation of Oppenheimer instead of what he was actually like. And thatâ€™s a good point, there is merit there."";-1
""It feels like that period has a lot of good films, but not many great ones.  Joker tops the list for me. It's nearly perfect.  Dune, 1917, Oppenheimer, Elvis, and Knives Out were all very good.   Tenet was technically amazing, but for me it it lacked something."";1
some of the best films got out of that age with revenge of the sith and the tobey spiderman trilogy but this current era is also very good with gotg3 and atsv and oppenheimer and series like loki s2 and ahsoka…;-1
""Is it really a stacked year? I only see three movies that seem like clear nom front-runners rn.  Past Lives Killers of the Flower Moon Anatomy of a Fall  There's a good chance that Oppenheimer, Poor Things and Napoleon (if it's good) get nominated, but there's room for Spidey."";-1
""Early in the movie """"#Oppenheimer,"""" the titled lead says someone along the lines of being a communist like #Picasso. The #Spanish #artist wasn't a very good #communist, as he amassed many millions by the time of his death. He was #antifascist, as evidenced among the animistic characters in #Guernica. Video - https://piped.video/nfmjtTZMAsw"";-1
like oppenheimer was technically a good movie on all technical fronts with clear artistic intent but such a deeply draining slogfest that i wouldn't sit through it again ykwim;1
Oppenheimer did the 3 hour movie run justice. I felt like I wanted more. It was that good. The last time Nolan made such a big movie was with interestellar and that felt way too long and boring imo. Oppenheimer is easily Nolans best film to date since inception;1
That's actually the reason why people listen to theme songs like interstellar or Oppenheimer.  Because the movies themselves are so good;1
My wife put this on and about 20 minutes in said â€œThis isnâ€™t very good is it?â€   Like wtf were you expecting? Oppenheimer? Itâ€™s a horror movie based on Winnie the Pooh. Sure it could have been done better but come on ğŸ˜‚;-1
Itâ€™s very obviously a career award at this point which wouldnâ€™t bug me so much if Oppenheimer had been any good. Ryan Gosling would be more deserving but a nomination for Barbie is the award since its not the type of movie they would likely throw an award like that for.;-1
""I think this film was brilliantly made. the editing, pacing, tension - it's all astonishingly good. the 206-minute (!!) runtime had me scared but I was never bored. that in itself is a remarkable feat. but, as with oppenheimer, I got to the end and was like I KNOW WHITE MEN SUCK"";-1
Sounds like Oppenheimer all over again. For me itâ€™s a good indicator that I must see what theyâ€™re complaining about asap;-1
to be honest it didn't feel quite it's length in the cinema. looks really good but doesn't have spectacular big sequences like OPPENHEIMER. tbh I'll always recommend going because I find it so much more immersive.;-1
i love an oppenheimer name drop i act like itâ€™s my good friend;-1
""I didnâ€™t even notice how long Oppenheimer was while watching it. Good movies take you away like thatâ€¦ well, me anyway! But youâ€™re right that people are unable to focus bc of phones and stuff"";-1
like some movies OKAY i get it this movie is good enough to be three hours (like oppenheimer) but sometimes (cough cough drive my car cough cough) it really doesnt need to be three hours;-1
""I remember being excited to declare Killers of the Flower Moon as Oppenheimer but good if I ended up liking the movie but now that I have actually seen it, I'm shocked to say that this is more like Leonor Will Never Die but good. 4.5/5 https://boxd.it/52IQmT"";-1
So good to see movies like this and Oppenheimer doing great business. Maybe true cinema isn't dead.;1
Looking like a good year for film. Seems both Oppenheimer and Killers of the Flower Moon will go down in history;-1
""Agreed. I really didnâ€™t expect it to suck but Iâ€™ve never been much of a Nolan person so Oppenheimer surprising me by being THAT good is like, one of the best experiences Iâ€™ve had in a theatre recently"";-1
Oppenheimer wasnâ€™t a feel-good story either.  This OW does seem low for what looked like an event movie. Maybe the second weekend hold will show people were waiting for WOM.;-1
Most of scary movie series is good to me but hate horror movies.    More into biopics and historical stuff like elvis and oppenheimer;-1
""which ones do u think? bc my favorite of his is inception like i think that's a 5/5 film. but others... meh. tenet was fun and i think oppenheimer is good too, if not bloated."";-1
""Absolutely!  Youâ€™re right!  Thing is, at 75 those damn bathroom trips make me miss some good scenes. Like in Oppenheimer. Maybe I should watch the long ones again so I can see the scenes I missed and I already know the others. ğŸ˜†"";-1
You just know thereâ€™ll be mfs whoâ€™ll be like â€œactually Oppenheimer ainâ€™t that good compared to Killersâ€ and vice versa   Gonna be disgusting lol;-1
""OK I saw about 40 minutes of the film about Oppenheimer, if this supposed to be a good film then I am a very bad person to watch it. Felt like a bad day at school. Not going to beta test the Barbie today."";-1
""Mmm KOTFM was a good, proper movie, Oppenheimer is on a whole other level. Kotfm had great acting and photography , but lacks the editing, sound mixing and dialogs of Oppenheimer to be on that level of masterpiece (I do thing it's a great movie, but not an all timer like oppie)"";1
I feel the same way. It was such a good addition to the MI movies. There definitely were many factors. Oppenheimer nabbed a lot of IMAX screens like a week or two later. Cruise was pissed about it. The budget blew too because they filmed during the whole pandemicâ€¦;-1
I like Chris but he couldnâ€™t even direct a good sex scene in Oppenheimer lollllll KotFM was perfect;-1
Accidentally got a drink at Bubba Gump's that was like 3 shots of rum before seeing Oppenheimer (2nd time) so I cannot comment on the food. The Toothsome Emporium has pretty good dessert and drinks but incredibly lousy food. NBC Grill was fine but I only got wings & beer so ymmv;-1
""Like when Nolan fell out with Warner Bros he couldâ€™ve done Oppenheimer at any studio he wanted, the lack of notes is part of how you win the bidding war. But luckily, Oppenheimer was really good"";1
""Have you see The Creator yet, Sumit? I think itâ€™s very good. I would like to see Oppenheimer as well"";-1
""Ah crap. I was hoping it would be good. There have only been like 3 good movies in theaters in the last 5 or so years. Top Gun, Mario, Mission Impossible. Lot of C+ stuff like Oppenheimer and a TON of garbage like Little Mermaid."";-1
ğŸ‘the glocks a good gun for edc which in times like these especially being famous you should carry at all times just sayingğŸ«¡ğŸ‡ºğŸ‡¸just saw oppenheimer too btw great movie yo...very well done;1
""- THE SILENCE OF THE LAMBS -  Like Oppenheimer, I didnâ€™t fully understand this movie on a first viewing. But it was still really good. Itâ€™s an enticing thriller from beginning to end."";1
""The score was like one of the most disappointing aspects of Killers for me tbh, it felt almost monotonous. The Osage music was good, but I'm not sure that counts as the original score. It felt ridiculously repetitive.  Oppenheimer's, on the other hand, was fantastic"";-1
""I swear, going to see (mainstream) art films like Oppenheimer or Killers of the Flower Moon takes preparation. Get a good night's sleep, no sweets, no carbs. Caffeine okay. Otherwise ğŸ˜´ğŸ˜´ğŸ˜´ğŸ˜´ğŸ˜´ğŸ˜´. @deepfocuslens @ThatChrisGore @TheLaurenChen @AngryJoeShow"";-1
It is really good. Doesnâ€™t seem like 3.5 hours but it does seem longer than Oppenheimer.;-1
""Like I've seen """"why aren't we talking about how good [actor] is in Oppenheimer"""" about, IDK, feels like ten different people. That's a lot of organic excitement around it as an ensemble piece per se."";-1
It seemed like it was gonna be good at the start and Lanois vibes but then it got so trope-y !! Maybe we were spoiled by Oppenheimer & There Will Be Blood..;-1
How can you like such a great game and think Oppenheimer is more than pretty good? Strange;-1
""Oppenheimer was a good long movie. This movie dragged. Itâ€™s an amazing story with strong acting from many. However, it was way too long and it detracted. Like a hall of famer who plays past their prime."";1
""Far too long, Oppenheimer was three hours but it didnâ€™t feel like it. Itâ€™s really good but it drags in parts and then the ending just felt too rushed."";1
thinking about how fucking GOOD oppenheimer was like damn that movie went OFF;1
""â€œWe donâ€™t believe in betting against the American consumer,â€ Oppenheimer strategist John Stoltzfus says. â€œIâ€™ve been in this business for 40 years and the American consumer spends like a sailor on leave after a long term of duty during good times and during tight times.â€ @Nasdaq"";-1
""Mandela was just good on selling out our country to Oppenheimers and Ruperts etc, whereas people busy fighting for freedom and their land. He was just nonsense same like Ramaphosa, black people still suffering in their rich land and whites living fency life because of them"";-1
Good point.  As a general rule I like movies to be under 2 hours.  But that rule canâ€™t exist in a vacuum. Oppenheimer had a long run time but it didnâ€™t bother me in the slightest.;-1
Messing disc fans about like some studios seem to enjoy doing lately will backfire on them over time. Erodes confidence in the formatâ€¦ and thereâ€™s not too much of that around at the moment. Good to see a stand taken with Oppenheimer.;-1
Wooo ! It might be good. When I went to go see Oppenheimer. I did not know that it was 3 hours long. It was very inspiring for me since I am into Construction. And they built a whole city out of nowhere like I will be doing.   Hopefully your movie is good !;-1
""oh yeah, itâ€™s good to see marvel and DC universe failed big time and good old cinematic craftsmanship like Oppenheimer wiped the floor this year, gives me a lot of hope."";-1
""parody died off because everything is so intent on making fun of itself for you now. Thats why when something good and not layered in self aware irony happens like oppenheimer the whole internet goes nuts for it. """"Finally! Sincerity!"""""";-1
killers of the flower moon looks good but iâ€™m sorry thereâ€™s no way i can sit in the theater for 3 1/2 hours like i could barley sit thru oppenheimer;-1
""Yes there are awful movies. But there are still good ones like Top Gun Maverick, Mario, Spider-Verse, and Oppenheimer."";-1
""Repurposing Oppenheimer: the global dominance of the West """"is like a cake of ice melting in the sun."""""";-1
""""""The myth of Prometheus â€“ in various updated forms like Frankenstein, Oppenheimer, and Terminator â€“ haunts our nightmares."""" Good read by @pmarca on reasons to be optimistic about technological advance: https://a16z.com/the-techno-optimist-manifesto/"";-1
they have some imax showings  but i have a feeling this movie is gonna be like oppenheimer and be dialogue heavy so i figured dolby would be just as good to save on the drive to other theaters;-1
""If you want to know about what Oppenheimer did btw, watch some Japanese films, like Casting Blosdoms To The Sky by Obayashi, and now is as good a time as any"";-1
""oppenheimer was essentially well done but not my thing (3.5â­ï¸), no hard feelings was a Shitty romcom, it made me laugh though (2.5â­ï¸), barbie was GOOD, like GOOD!!! watched it three times, but some little things about it bothered me (4.5â­ï¸)  across the spiderverse is perfect."";-1
""2023 has been so good for film like atsv, little mermaid, Barbie, Oppenheimer, killers of the flower moon, the color purple, Priscilla, past lives, the iron claw, bottoms, talk to me and they cloned Tyrone like omg whatâ€™s in the air this year"";-1
Like I love PT and Killers but if I keep seeing certain ways both scripts could have been tighter. Whereas for Oppenheimer I don't have a problem script wise.  PT was the most fun I've had in a cinema since sha and the jokes were landing and Killers was so good acting wise;-1
""If it was cgi it would look garbage in todays time, thatâ€™s why class is permanent and the real always lasts   When the movies being filmed in real its always gonna look good except tech evolves even stuff like Oppenheimer wonâ€™t look as good in 50 years"";-1
""i spent a solid hour scrolling through everything on tubi & saw like a half dozen things that looked rly good & watched none of them cuz all my brain is actually thinking is """"wouldn't it be nice 2 watch oppenheimer again?"""" & i can't...fuckin' i s2g this shit is torture"";-1
""Certain movies have a musicality to them in the way they're edited. Almost like a good piece of jazz music. JFK, The Social Network, and Oppenheimer come to mind for me."";-1
""Iâ€™ve barely started (only the ones released in the UK, Oppenheimer, Barbie and Past Lives) but the good thing is that, while some years it feels like a chore, this year Iâ€™m looking forward to and anticipate enjoying almost all of the movies on this list."";-1
Heâ€™s so all in on wanting to praise them for doing theatrical right by letting Ace see it for free. Maybe one of his Oppenheimer/Barbie rare lukewarm takes where he declares itâ€™s not as good as Martyâ€™s earlier work like Wolf Of Wall Street.;-1
""Good morning, Dragic! It looks like a sad, perplexed, dented individual indeed hahaâ€”Â but this one's based on Oppenheimer."";-1
